Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
tooth sensitivity after crown,30,30,1300,29,3.26,https://example.com/info/tooth-sensitive-after-crown-2.html,0,0.0,0.0,0.02,660,"[81,62,62,81,62,62,62,81,100,62,81,62]",2023-09-07,"Featured snippet, Image, People also ask, Indented, Related searches",informational,Organic
tooth sensitivity after crown,31,31,1300,29,3.26,https://example.com/info/teeth-sensitivity-after-crown.html,0,0.0,0.0,0.02,660,"[81,62,62,81,62,62,62,81,100,62,81,62]",2023-09-07,"Featured snippet, Image, People also ask, Indented, Related searches",informational,Organic
antibacterial deodorant,93,93,1000,25,1.05,https://example.com/info/antibacterial-deodorant-for-women.html,0,0.0,0.0,1.0,9540000,"[76,100,76,67,55,67,76,67,67,67,100,100]",2023-09-09,"Sitelinks, Reviews, Video, Image, People also ask, Popular products, Related searches","commercial, informational",Organic
esophageal polyps,45,45,1300,23,1.85,https://example.com/info/percentage-of-cancer-with-polyps-in-esophagus.html,0,0.0,0.0,0.04,2630000,"[81,36,81,36,100,55,81,45,100,100,100,81]",2023-09-06,"Sitelinks, People also ask, Related searches",informational,Organic
what variant of covid is going around,54,54,1000,27,2.5,https://example.com/info/what-variant-of-covid-is-going-around-now.html,0,0.0,0.0,0.08,335000000,"[100,4,5,8,24,13,7,7,3,2,3,4]",2023-09-05,"Sitelinks, Featured snippet, People also ask, Related searches",informational,Organic
pure encapsulations magnesium,79,79,1000,28,1.14,https://example.com/info/pure-encapsulations-magnesium-glycinate-benefits-dosage-side-effects.html,0,0.0,0.0,1.0,945000,"[55,100,62,24,62,100,62,100,81,45,62,81]",2023-09-07,"Reviews, Image, Shopping ads, People also ask, Indented, Related searches","informational, transactional",Organic
is absolut vodka gluten free,48,48,1000,26,6.78,https://example.com/info/absolut-vodka-nutrition-facts.html,0,0.0,0.0,0.06,3590000,"[62,62,62,62,81,62,55,62,62,62,81,81]",2023-09-07,"Reviews, Featured snippet, People also ask, FAQ, Recipes, Indented, Related searches",informational,Organic
bvab 2,37,37,2400,24,1.94,https://example.com/info/bvab-2-high-meaning-importance-impact.html,0,0.0,0.0,0.01,57500,"[100,79,100,79,79,100,100,100,100,100,100,100]",2023-09-05,"Sitelinks, People also ask, Related searches",informational,Organic
micronized creatine,69,0,6600,28,1.24,https://example.com/info/micronized-creatine-monohydrate-powder-benefits-dosage-side-effects.html,0,0.0,0.0,1.0,2760000,"[44,36,36,29,44,54,44,44,44,44,36,36]",2023-09-09,"Knowledge panel, Sitelinks, Reviews, Image, Shopping ads, People also ask, Popular products, Related searches","informational, transactional",Organic
taco bell nacho bell grande,43,43,2400,21,1.55,https://example.com/health/calories-in-nacho-bell-grande-taco-bell/?amp=1,0,0.0,0.0,0.01,4460000,"[82,82,82,82,82,82,82,100,100,100,100,65]",2023-09-08,"Sitelinks, Reviews, Video, People also ask, Recipes, Twitter carousel, Indented, Related searches",informational,Organic
how long does it take low dose naltrexone to work,82,82,1300,3,2.35,https://example.com/info/low-dose-naltrexone-long-covid.html,0,0.0,0.0,0.05,1330000,"[62,55,1,62,62,81,100,100,100,100,100,100]",2023-09-06,"Sitelinks, Indented, Related searches",informational,Organic
gin shots,25,25,1000,28,1.49,https://example.com/info/calories-in-gin-shot.html,0,0.0,0.0,0.07,31600000,"[100,76,100,100,100,100,76,100,100,100,76,45]",2023-09-03,"Sitelinks, Reviews, Image, People also ask, Recipes, Popular products, Related searches",informational,Organic
can toothache cause headache,43,43,1300,23,2.34,https://example.com/info/can-tooth-pain-cause-headache.html,0,0.0,0.0,0.06,4600000,"[68,84,84,84,25,20,20,84,84,84,84,68]",2023-09-05,"Sitelinks, Video, Featured snippet, Image, People also ask, Related searches",informational,Organic
evive smoothie cubes,39,39,1900,27,1.27,https://example.com/blog/evive-smoothie-cubes-nutritious-convenient-diet/,0,0.0,0.0,1.0,27900,"[27,27,27,36,44,100,52,66,44,52,44,66]",2023-09-07,"Knowledge panel, Sitelinks, Reviews, Video, Image, Video Carousel, People also ask, Popular products, Related searches","informational, transactional",Organic
6 oz steak,45,0,2400,21,2.07,https://example.com/health/calories-in-6-oz-of-steak-nutritional-value/?amp=1,0,0.0,0.0,0.17,79700000,"[81,54,43,54,43,54,43,54,65,54,54,65]",2023-09-09,"Image pack, Reviews, Video, Image, People also ask, Recipes, Popular products, Related searches",informational,Organic
how much is a 20 piece mcnugget,69,0,2900,16,1.02,https://example.com/health/how-many-calories-20-piece-mcnugget/?amp=1,0,0.0,0.0,0.06,1450000,"[29,29,44,66,66,35,35,53,66,66,66,53]",2023-09-09,"Sitelinks, Reviews, Video, Featured snippet, Image, People also ask, Related searches",informational,Organic
deer heart,67,67,1900,26,1.61,https://example.com/blog/can-you-eat-a-deer-heart-health-benefits-risks/,0,0.0,0.0,0.03,140000000,"[18,29,53,100,44,29,29,18,16,13,16,18]",2023-09-04,"Image pack, Sitelinks, Reviews, Video, Image, People also ask, Recipes, Related searches",informational,Organic
jugos para bajar el azucar,31,31,1000,27,3.03,https://example.com/blog/jugos-para-bajar-la-diabetes/,0,0.0,0.0,0.74,3920000,"[66,36,41,41,30,66,41,41,41,36,36,41]",2023-09-07,"Image pack, Sitelinks, Reviews, Video, Featured snippet, People also ask, Recipes, Indented, Related searches",informational,Organic
gatorlyte zero,62,36,1900,20,1.12,https://example.com/info/gatorlyte-zero-nutrition-facts.html,0,0.0,0.0,1.0,101000,"[1,0,1,0,2,22,22,81,100,100,81,100]",2023-09-09,"Reviews, Image, Shopping ads, People also ask, Popular products, Related searches","informational, transactional",Organic
hobo font,38,38,1000,28,1.9,https://example.com/info/hobo-std-font-download.html,0,0.0,0.0,0.0,22000000,"[62,62,62,81,55,62,62,81,81,62,62,62]",2023-09-06,"Knowledge panel, Sitelinks, Reviews, Image, People also ask, Related searches","informational, transactional",Organic
antacid brand,58,67,1000,16,1.13,https://example.com/info/best-antacid-brands-fast-effective-relief.html,0,0.0,0.0,1.0,4750000,"[44,27,24,36,20,16,27,36,44,36,27,13]",2023-09-09,"Image pack, Reviews, Video, Image, People also ask, Related searches",informational,Organic
how much does chiropractor cost,31,31,1000,20,2.43,https://example.com/info/how-much-does-a-chiropractor-cost-to-crack-your-back.html,0,0.0,0.0,0.21,14200000,"[27,7,8,8,36,8,52,36,100,16,36,5]",2023-09-05,"Reviews, Featured snippet, People also ask, Related searches",informational,Organic
cereal box template,33,33,1000,26,1.46,https://example.com/info/nutrition-facts-cereal-box-template-guide.html,0,0.0,0.0,0.16,10500000,"[24,62,81,62,45,62,81,81,100,100,45,36]",2023-09-08,"Image pack, Reviews, Video, Image, Related searches",informational,Organic
cryotherapy cost,36,36,1000,21,1.07,https://example.com/blog/cryotherapy-houston-cost-benefits-expectations/,0,0.0,0.0,0.28,20400000,"[100,100,76,76,76,76,67,100,76,76,76,100]",2023-09-06,"Sitelinks, Featured snippet, Image, People also ask, Related searches",informational,Organic
que es la manga gastrica,74,74,1600,17,1.28,https://example.com/info/que-es-la-manga-gastrica-en-espanol.html,0,0.0,0.0,0.08,1250000,"[100,65,55,55,44,65,44,20,55,44,65,55]",2023-09-08,"Knowledge panel, Image pack, Image, Video Carousel, People also ask, Related searches",informational,Organic
vampire breast lift before and after,33,33,1300,19,1.91,https://example.com/info/vampire-breast-lift-cost-before-and-after.html,0,0.0,0.0,0.06,6130000,"[54,66,66,41,54,66,66,100,36,24,24,30]",2023-09-08,"Sitelinks, Reviews, People also ask, FAQ, Related searches",informational,Organic
shark iz363ht,30,30,1000,28,1.37,https://example.com/info/shark-iz363ht-anti-allergen-ultimate-solution.html,0,0.0,0.0,1.0,67,"[16,16,44,100,20,16,8,27,10,16,5,52]",2023-09-06,"Knowledge panel, Reviews, Image, Ads bottom, Shopping ads, Video Carousel, People also ask, Indented, Related products, Related searches","informational, transactional",Organic
rosita cod liver oil,74,74,2900,22,3.57,https://example.com/info/benefits-rosita-cod-liver-oil-capsules-optimal-health.html,0,0.0,0.0,1.0,203000,"[81,66,53,66,66,81,53,53,44,44,44,35]",2023-09-04,"Knowledge panel, Reviews, Image, Ads bottom, People also ask, Indented, Related products, Related searches","informational, transactional",Organic
life expectancy after colon resection,52,52,2900,24,1.93,https://example.com/info/how-long-can-you-live-after-colon-cancer-surgery-survival-rates-factors-prognosis.html,0,0.0,0.0,0.07,280000,"[36,52,66,80,66,100,100,100,100,66,80,80]",2023-09-04,"Sitelinks, Featured snippet, Image, People also ask, Related searches",informational,Organic
facial vein,38,44,1600,29,1.32,https://example.com/info/understanding-facial-vein-anatomy.html,0,0.0,0.0,0.02,70900000,"[16,66,27,52,13,66,20,52,100,16,44,44]",2023-09-09,"Image pack, Reviews, Image, People also ask, Indented, Related searches",informational,Organic
ellenton urgent care,45,45,1000,28,1.04,https://example.com/info/ellenton-fl-healthcare-services-facilities.html,0,0.0,0.0,0.01,93,"[29,22,22,22,29,29,22,22,29,22,22,29]",2023-09-04,"Knowledge panel, Image pack, Sitelinks, Reviews, Image, Related searches","informational, navigational",Organic
is ketamine addictive,64,52,6600,28,2.11,https://example.com/info/is-ketamine-addictive-2.html,0,0.0,0.0,0.09,388000000,"[29,29,23,36,100,100,54,81,54,44,36,29]",2023-09-09,"Sitelinks, Ads bottom, Related searches","commercial, informational",Organic
blood cells under microscope,34,34,1300,28,1.26,https://example.com/info/what-does-blood-look-like-under-a-microscope.html,0,0.0,0.0,0.0,190000000,"[37,100,84,52,46,68,100,84,68,46,52,31]",2023-09-07,"Image pack, Reviews, Image, Video Carousel, People also ask, Indented, Related searches",informational,Organic
scalp scaling,70,70,1000,22,1.03,https://example.com/info/patches-scalp-scaling-causes-symptoms-treatment.html,0,0.0,0.0,0.39,5150000,"[20,16,13,34,24,44,13,13,82,11,100,44]",2023-09-07,"Image pack, Sitelinks, Reviews, Video, Image, People also ask, Popular products, Related searches","commercial, informational",Organic
10in pizza,61,61,1000,9,1.06,https://example.com/info/ultimate-guide-10-inch-dominos-pizza.html,0,0.0,0.0,0.02,18900000,"[13,13,13,8,100,3,4,52,16,80,16,16]",2023-09-04,"Image pack, Sitelinks, Reviews, Image, People also ask, Recipes, Related searches",informational,Organic
stretch marks men,31,31,1000,25,1.3,https://example.com/info/can-men-get-stretch-marks.html,0,0.0,0.0,0.01,77200000,"[54,24,54,54,54,10,54,66,54,66,36,13]",2023-09-04,"Image pack, Sitelinks, Image, People also ask, Indented, Related searches","commercial, informational",Organic
sodium c14-16 olefin sulfonate,77,77,2400,21,2.72,https://example.com/info/sodium-c14-16-olefin-sulfonate-in-skin-care.html,0,0.0,0.0,0.01,1130000,"[43,43,43,43,36,65,54,54,54,43,54,54]",2023-09-03,"Reviews, Featured snippet, Image, People also ask, Related searches",informational,Organic
derma smoothe,27,27,1000,27,1.91,https://example.com/info/derma-smoothe-oil-for-eczema.html,0,0.0,0.0,0.4,208000,"[55,62,62,55,55,81,62,81,100,81,62,55]",2023-09-05,"Image pack, Sitelinks, Image, People also ask, Related searches, See results about",informational,Organic
6 panel drug test,48,48,1000,29,2.3,https://example.com/blog/what-is-on-a-6-panel-drug-test/,0,0.0,0.0,0.99,231000000,"[100,76,76,67,76,76,76,100,100,100,100,100]",2023-09-06,"Reviews, Image, People also ask, Popular products, Related searches",informational,Organic
mini cucumbers,93,0,4400,19,1.13,https://example.com/info/mini-cucumber-nutrition-facts-benefits-uses-tips.html,0,0.0,0.0,1.0,511000000,"[81,54,54,54,54,54,43,81,81,100,81,81]",2023-09-09,"Image pack, Reviews, Image, People also ask, Recipes, Popular products, Related searches","informational, transactional",Organic
finn allergy and itch,29,29,1300,17,1.35,https://example.com/blog/finn-allergy-and-itch-free-sample-nao-medical/,0,0.0,0.0,1.0,70,"[30,41,41,30,36,41,54,79,100,79,41,36]",2023-09-03,"Knowledge panel, Reviews, Video, Image, People also ask, Related products, Related searches","informational, transactional",Organic
6oz steak,38,38,1000,13,2.07,https://example.com/info/calories-in-6oz-sirloin-steak.html,0,0.0,0.0,0.17,17000000,"[27,16,66,16,80,20,44,20,8,20,16,24]",2023-09-08,"Image pack, Reviews, Image, Video Carousel, People also ask, Recipes, Popular products, Related searches",informational,Organic
substitute for corn flour,87,87,1900,28,1.8,https://example.com/info/substitute-corn-starch-for-flour.html,0,0.0,0.0,0.0,34000000,"[24,80,100,27,66,66,52,27,27,24,24,66]",2023-09-07,"Sitelinks, Reviews, Featured snippet, Video Carousel, People also ask, FAQ, Recipes, Related searches",informational,Organic
blood culture bottles,72,72,1900,24,3.38,https://example.com/info/blood-culture-bottles-which-one-should-you-use.html,0,0.0,0.0,0.77,150000000,"[52,66,66,52,52,24,52,44,44,52,27,66]",2023-09-05,"Image pack, Sitelinks, Image, People also ask, Related searches",informational,Organic
la roche posay cruelty free,52,52,1600,24,1.46,https://example.com/info/la-roche-posay-skincare-routine-for-acne.html,0,0.0,0.0,0.01,4760000,"[28,24,19,19,28,19,28,24,15,24,13,15]",2023-09-06,"Reviews, Video, Featured snippet, Image, Video Carousel, People also ask, Related searches",informational,Organic
twinrix vaccine,51,51,2900,27,2.09,https://example.com/blog/twinrix-vaccine-schedule-nao-medical/,0,0.0,0.0,0.03,199000,"[100,80,80,80,52,66,66,80,66,100,66,100]",2023-09-05,"Knowledge panel, Sitelinks, Image, People also ask, Related searches",informational,Organic
is laneige cruelty free,63,63,1600,16,2.7,https://example.com/info/laneige-vitamin-c-serum-benefits-usage-reviews.html,0,0.0,0.0,0.0,3170000,"[24,24,82,82,100,100,55,55,44,44,55,65]",2023-09-07,"Sitelinks, Reviews, Video, Featured snippet, Video Carousel, People also ask, Related searches","commercial, informational",Organic
panorama prenatal testing,40,40,1600,25,2.27,https://example.com/blog/panorama-prenatal-screening-test-nao-medical/,0,0.0,0.0,0.06,797000,"[79,4,66,66,66,79,100,79,79,79,66,5]",2023-09-05,"Image pack, Sitelinks, Image, People also ask","commercial, informational",Organic
at oil temp subaru,64,64,1600,26,2.16,https://example.com/info/2015-sti-oil-temp-gauge.html,0,0.0,0.0,0.0,10300000,"[65,65,44,44,34,34,34,44,44,55,65,100]",2023-09-08,"Sitelinks, Video, Featured snippet, People also ask, Indented, Related searches",informational,Organic
does hpv mrna e6/e7 detected mean cancer,30,30,1000,28,1.09,https://example.com/info/does-mrna-e6-e7-detected-mean-cancer.html,0,0.0,0.0,0.05,84400,"[100,37,37,46,52,68,68,68,46,46,31,31]",2023-09-04,"Sitelinks, Video, Featured snippet, People also ask, Related searches",informational,Organic
knee feels tight,39,39,1300,27,1.73,https://example.com/info/why-does-my-knee-feel-swollen-and-tight.html,0,0.0,0.0,0.02,274000000,"[68,68,84,68,52,84,68,84,84,100,84,84]",2023-09-06,"Sitelinks, Video, Featured snippet, Image, People also ask, Indented, Related searches",informational,Organic
genistein supplement,46,46,1000,29,2.42,https://example.com/info/genistein-supplements-side-effects.html,0,0.0,0.0,1.0,386000,"[24,24,24,24,30,30,34,82,24,30,30,34]",2023-09-03,"Sitelinks, Reviews, Video, Image, Shopping ads, People also ask, Indented, Related searches","commercial, informational",Organic
cacao bliss,58,58,1300,20,1.43,https://example.com/info/is-cacao-bliss-healthy.html,0,0.0,0.0,1.0,3140000,"[29,24,24,35,44,29,24,24,18,16,16,16]",2023-09-06,"Knowledge panel, Reviews, Image, Ads bottom, People also ask, Related searches","informational, transactional",Organic
carrots glycemic index,90,90,1000,23,1.18,https://example.com/health/how-many-calories-in-carrots/,0,0.0,0.0,0.0,656000,"[81,62,81,55,62,81,62,30,100,62,62,55]",2023-09-08,"Sitelinks, Reviews, Video, Featured snippet, People also ask, FAQ, Related searches",informational,Organic
travel nurse resume,47,47,1300,27,1.24,https://example.com/info/sample-travel-nurse-resume-tips-examples.html,0,0.0,0.0,0.16,35900000,"[52,52,68,52,68,84,68,84,84,84,68,52]",2023-09-08,"Image pack, Sitelinks, Reviews, Video, Image, People also ask, FAQ, Related searches",informational,Organic
gliadin antibody,43,43,1000,28,1.88,https://example.com/info/igg-gliadin-antibody-causes-symptoms-treatment.html,0,0.0,0.0,0.01,342000,"[76,76,76,67,55,76,76,100,76,100,76,76]",2023-09-07,"Knowledge panel, Sitelinks, Reviews, Video, Image, People also ask, Related searches",informational,Organic
vitamin c shot,50,50,1000,22,1.81,https://example.com/blog/vitamin-c-shot-recipe-nao-medical/,0,0.0,0.0,1.0,118000000,"[31,68,52,37,84,37,37,84,52,52,37,46]",2023-09-06,"Sitelinks, Reviews, Video, Featured snippet, Image, People also ask, Recipes, Indented, Related searches","commercial, informational",Organic
lip flip vs lip filler,74,74,1000,27,3.87,https://example.com/info/lip-flip-vs-lip-filler.html,0,0.0,0.0,0.04,5410000,"[31,25,31,52,46,84,100,84,52,68,46,46]",2023-09-07,"Sitelinks, Reviews, Featured snippet, Image, People also ask, Related searches",informational,Organic
hardees sauces,55,55,1000,16,1.62,https://example.com/info/calories-in-hardees-chicken-tenders-2.html,0,0.0,0.0,0.01,80400,"[55,55,62,62,62,62,62,62,100,62,81,62]",2023-09-08,"Image pack, Sitelinks, Reviews, Video, Image, People also ask, Related searches",informational,Organic
gin and ginger beer,41,41,1900,28,3.62,https://example.com/info/ginger-beer-cocktail-gin.html,0,0.0,0.0,0.07,35800000,"[65,55,55,65,82,65,55,65,65,65,65,65]",2023-09-04,"Sitelinks, Reviews, Image, People also ask, Recipes, Related searches",informational,Organic
how long does ketamine last,52,52,2400,11,2.61,https://example.com/info/how-long-does-ketamine-last.html,0,0.0,0.0,0.04,16500000,"[65,65,65,82,100,82,82,82,82,82,82,82]",2023-09-08,Indented,informational,Organic
can tmj cause dizziness,81,81,1000,19,1.15,https://example.com/blog/can-tmj-cause-stroke-like-symptoms/,0,0.0,0.0,0.02,475000,"[100,88,88,88,88,100,100,100,88,100,100,100]",2023-09-05,"Sitelinks, Featured snippet, Image, People also ask, Indented, Related searches",informational,Organic
how much does it cost to fix a chipped tooth,29,29,1300,20,2.5,https://example.com/info/how-much-does-it-cost-to-repair-a-chipped-tooth.html,0,0.0,0.0,0.25,9410000,"[81,62,81,62,81,81,62,81,81,81,81,62]",2023-09-06,"Sitelinks, Reviews, Video, Featured snippet, People also ask, Related searches",informational,Organic
how much does it cost to fix a chipped tooth,30,30,1300,20,2.5,https://example.com/info/chipped-front-tooth-repair-cost.html,0,0.0,0.0,0.25,9410000,"[81,62,81,62,81,81,62,81,81,81,81,62]",2023-09-06,"Sitelinks, Reviews, Video, Featured snippet, People also ask, Related searches",informational,Organic
can you sue someone for giving you an std,43,43,1300,28,7.06,https://example.com/info/can-you-sue-someone-for-an-std-legal-options-and-considerations.html,0,0.0,0.0,0.05,11300000,"[84,68,68,68,68,68,68,68,68,68,52,68]",2023-09-08,"Featured snippet, People also ask, Related searches",informational,Organic
clear spider,79,79,1600,23,4.47,https://example.com/blog/spider-bite-leaking-clear-fluid-symptoms-treatment-urgent-care-options/,0,0.0,0.0,0.01,835000000,"[65,65,55,34,34,44,30,44,65,65,82,100]",2023-09-05,"Image pack, Sitelinks, Reviews, Video, Image, People also ask, Related searches",informational,Organic
how to sleep with upper back pain,28,28,1000,28,1.14,https://example.com/info/best-sleeping-position-for-upper-back-pain.html,0,0.0,0.0,0.03,193000000,"[100,67,76,76,76,76,55,76,67,76,76,67]",2023-09-06,"Sitelinks, Featured snippet, Image, People also ask, Related searches","commercial, informational",Organic
how to sleep with upper back pain,29,29,1000,28,1.14,https://example.com/info/sleeping-positions-upper-back-pain.html,0,0.0,0.0,0.03,193000000,"[100,67,76,76,76,76,55,76,67,76,76,67]",2023-09-06,"Sitelinks, Featured snippet, Image, People also ask, Related searches","commercial, informational",Organic
gum abscess popped,88,88,1600,28,3.01,https://example.com/info/how-to-pop-a-gum-abscess-at-home.html,0,0.0,0.0,0.01,526000,"[10,100,13,16,7,10,8,8,10,7,8,8]",2023-09-05,"Sitelinks, Featured snippet, People also ask, Indented, Related searches",informational,Organic
bunion vs bone spur,33,33,1300,10,1.3,https://example.com/info/understanding-bone-spurs-and-bunions.html,0,0.0,0.0,0.01,636000,"[62,62,62,62,62,81,62,100,81,100,62,100]",2023-09-08,"Sitelinks, Featured snippet, Image, People also ask, Related searches","commercial, informational",Organic
jardiance para que sirve,27,27,1000,27,1.97,https://example.com/blog/jardiance-para-la-diabetes/,0,0.0,0.0,0.04,128000,"[55,67,100,55,76,67,67,100,100,76,76,100]",2023-09-04,"Sitelinks, Featured snippet, Image, People also ask, Related searches",informational,Organic
types of injections for back pain,56,56,1000,27,1.4,https://example.com/info/types-of-injections-for-back-pain.html,0,0.0,0.0,0.15,82900000,"[41,41,41,41,41,54,41,54,41,41,54,54]",2023-09-06,"Sitelinks, Image, People also ask, Indented, Related searches","commercial, informational",Organic
how long after a vasectomy can i drive a car,29,29,1000,20,3.16,https://example.com/info/can-you-drive-home-after-vasectomy.html,0,0.0,0.0,0.01,2060000,"[46,37,31,31,100,46,46,84,46,52,68,52]",2023-09-06,"Featured snippet, People also ask, Related searches",informational,Organic
bulk pre workout,41,41,1900,19,2.43,https://example.com/bulk-pre-workout-ingredients/,0,0.0,0.0,1.0,19800000,"[100,79,66,79,79,100,79,79,79,79,100,79]",2023-09-05,"Reviews, Video, Image, People also ask, Popular products, Related searches","informational, transactional",Organic
urgent care doctors note for work,42,42,1600,29,1.45,https://example.com/services/virtual-care/doctors-note-virtual-near-me-work-schoo-telemedicine-nyc-new-york/,0,0.0,0.0,0.32,57500000,"[65,55,55,55,55,44,55,55,55,44,55,55]",2023-09-07,"Image pack, Sitelinks, Reviews, People also ask, Related searches",informational,Organic
skin tightening stomach,57,57,1600,23,2.49,https://example.com/info/home-remedies-skin-tightening-stomach.html,0,0.0,0.0,1.0,11900000,"[52,13,44,36,36,13,52,66,52,13,66,44]",2023-09-04,"Image pack, Sitelinks, Image, People also ask, Popular products, Related searches","commercial, informational",Organic
can dry eyes cause blurry vision,55,55,1900,23,1.62,https://example.com/blog/dry-eye-blurry-vision-causes-symptoms-treatment-nao-medical/,0,0.0,0.0,0.12,3990000,"[79,66,79,79,79,100,79,100,79,66,66,66]",2023-09-07,"Sitelinks, Featured snippet, Image, People also ask, Related searches",informational,Organic
www impacttestonline testing,83,84,1300,28,1.74,https://example.com/info/impact-test-online-code.html,0,0.0,0.0,0.0,18900,"[19,15,7,15,3,7,8,13,4,4,10,15]",2023-09-09,"Image pack, People also ask","informational, transactional",Organic
microdermabrasion before and after,57,0,5400,16,1.1,https://example.com/info/microdermabrasion-for-acne-scars-before-and-after.html,0,0.0,0.0,0.01,23000000,"[36,29,36,36,44,36,44,36,36,29,29,29]",2023-09-09,"Image pack, Reviews, Image, People also ask, FAQ, Indented, Related searches",informational,Organic
how long does mascara last,47,47,1600,17,3.71,https://example.com/info/mascara-expiration-guide.html,0,0.0,0.0,0.01,95000000,"[84,52,84,84,100,100,100,100,84,84,68,52]",2023-09-06,"Sitelinks, Reviews, Video, Featured snippet, People also ask, Related searches",informational,Organic
fighting lion,54,54,1000,22,3.03,https://example.com/info/tiger-fighting-lion.html,0,0.0,0.0,0.0,272000000,"[4,8,8,10,36,20,44,36,100,2,1,66]",2023-09-03,"Sitelinks, Reviews, Image, Video Carousel, People also ask, Related searches, See results about",informational,Organic
surgery corn removal,79,79,1000,25,1.84,https://example.com/info/soft-corn-removal-surgery.html,0,0.0,0.0,0.24,9950000,"[5,11,52,46,52,68,68,13,31,100,84,84]",2023-09-06,"Knowledge panel, Image pack, Sitelinks, Image, People also ask, Related searches",informational,Organic
coolsculpting before and after stomach,40,58,1600,9,3.79,https://example.com/info/coolsculpting-before-and-after-stomach.html,0,0.0,0.0,0.13,2000000,"[29,22,36,22,16,43,43,43,43,43,29,29]",2023-09-09,"Image pack, Sitelinks, Reviews, Image, Ads top, People also ask, FAQ, Related searches","commercial, informational",Organic
image of clubfoot,45,45,1900,22,1.19,https://example.com/info/understanding-image-clubfoot-causes-symptoms-treatment.html,0,0.0,0.0,0.01,2840000,"[0,66,44,0,52,44,66,0,80,52,100,80]",2023-09-06,"Image pack, Reviews, Video, Image, People also ask, Related searches",informational,Organic
niacinamide vs hyaluronic acid,27,0,1300,25,1.06,https://example.com/info/hyaluronic-acid-niacinamide-first.html,0,0.0,0.0,0.01,23000000,"[55,55,55,62,62,81,81,100,62,81,100,100]",2023-09-09,"Sitelinks, Reviews, Featured snippet, Image, People also ask, FAQ, Related searches","commercial, informational",Organic
front tooth cavity,39,39,1300,12,2.16,https://example.com/info/how-to-fix-cavity-in-front-tooth.html,0,0.0,0.0,0.01,15300000,"[100,20,22,20,22,22,29,22,22,22,22,54]",2023-09-03,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
optavia guide,27,27,1000,24,1.45,https://example.com/info/optavia-program-guide.html,0,0.0,0.0,0.02,85,"[41,54,41,36,24,54,41,54,54,41,54,41]",2023-09-07,"Reviews, Video, People also ask, Indented, Related searches",informational,Organic
how much does a lip flip cost,28,28,1300,28,1.95,https://example.com/info/how-much-does-a-lip-flip-cost.html,0,0.0,0.0,0.15,14100000,"[34,20,24,24,34,65,100,65,44,34,34,34]",2023-09-09,"Sitelinks, Reviews, Featured snippet, Image, People also ask, Related searches",informational,Organic
gum abscess popped by itself,43,43,1900,19,3.53,https://example.com/info/gum-boil-popped-on-its-own.html,0,0.0,0.0,0.01,229000,"[65,44,82,100,65,100,82,82,55,55,55,55]",2023-09-07,"Sitelinks, Featured snippet, Image, People also ask, Related searches",informational,Organic
perky breast,80,80,3600,7,4.31,https://example.com/workouts-for-perky-breasts-exercises-tips-improve-breast-health/,0,0.0,0.0,0.0,34300000,"[43,54,43,36,66,36,54,36,66,66,81,66]",2023-09-03,"Sitelinks, Reviews, People also ask",informational,Organic
potassium acetate,56,57,4400,26,1.86,https://example.com/info/potassium-acetate-formula.html,0,0.0,0.0,0.33,47500000,"[29,54,66,66,44,44,66,81,54,35,29,23]",2023-09-10,"Knowledge panel, Sitelinks, Reviews, Video, Image, People also ask, Related searches",informational,Organic
new covid strain symptoms 2023,28,28,1000,23,6.0,https://example.com/info/new-strain-of-covid-2023-symptoms.html,0,0.0,0.0,0.19,152000000,"[0,13,16,2,5,100,29,29,29,4,7,3]",2023-09-04,"Top stories, Image pack, Sitelinks, Image, Video Carousel, People also ask, Indented, Related searches",informational,Organic
lean body protein shake,47,43,6600,29,1.04,https://example.com/where-to-buy-lean-body-protein-shakes/,0,0.0,0.0,1.0,12400000,"[81,81,81,54,54,100,81,100,100,100,100,100]",2023-09-10,"Sitelinks, Reviews, Image, Shopping ads, People also ask, Related searches","informational, transactional",Organic
stigmatism vs astigmatism,77,77,1900,21,3.62,https://example.com/info/understanding-stigmatism-at-night.html,0,0.0,0.0,0.0,29900,"[100,65,82,82,100,65,82,65,55,55,34,65]",2023-09-04,"Sitelinks, Video, Featured snippet, Image, People also ask, Related searches",informational,Organic
threading face lift cost,45,45,1000,28,1.52,https://example.com/info/how-much-is-a-thread-face-lift-cost-procedure-benefits.html,0,0.0,0.0,0.33,19100000,"[100,68,68,37,46,46,52,68,68,46,37,46]",2023-09-05,"Sitelinks, Reviews, Featured snippet, People also ask, Related searches",informational,Organic
seattle to boise,77,77,1900,27,1.04,https://example.com/info/driving-from-seattle-to-boise.html,0,0.0,0.0,0.12,53300000,"[100,79,66,79,79,66,66,79,66,79,79,79]",2023-09-05,"Instant answer, Image pack, Sitelinks, Reviews, Video, Image, People also ask, Flights, Indented, Related searches",informational,Organic
calcium hydride,29,29,1300,21,3.4,https://example.com/info/calcium-hydride-chemical-formula.html,0,0.0,0.0,0.02,2810000,"[27,52,66,44,27,52,52,52,27,13,24,7]",2023-09-05,"Knowledge panel, Sitelinks, Reviews, Video, Image, People also ask, Related searches",informational,Organic
